Index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
35000,32,technician,divorced,secondary,no,3345,yes,no,cellular,6,may,118,1,260,3,failure
35001,38,housemaid,divorced,primary,no,0,yes,yes,cellular,6,may,79,2,166,7,failure
35002,26,blue-collar,single,primary,no,-295,yes,no,cellular,6,may,138,1,-1,0,unknown
35003,49,services,single,secondary,no,6882,yes,no,cellular,6,may,482,2,-1,0,unknown
35004,34,self-employed,married,primary,no,252,yes,yes,cellular,6,may,654,1,-1,0,unknown
35005,52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure
35006,30,admin.,single,secondary,no,609,yes,no,cellular,6,may,145,1,-1,0,unknown
35007,50,admin.,married,primary,no,458,yes,no,cellular,6,may,116,2,363,1,failure
35008,33,blue-collar,married,primary,yes,-542,yes,no,cellular,6,may,116,2,-1,0,unknown
35009,29,blue-collar,single,secondary,no,114,yes,no,cellular,6,may,500,1,-1,0,unknown
35010,49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure
35011,42,technician,single,secondary,no,568,yes,no,cellular,6,may,311,2,341,2,failure
35012,34,entrepreneur,married,tertiary,no,842,yes,no,cellular,6,may,141,2,-1,0,unknown
35013,39,technician,divorced,secondary,no,530,yes,yes,cellular,6,may,68,1,-1,0,unknown
35014,36,technician,married,secondary,no,-78,yes,no,cellular,6,may,346,1,-1,0,unknown
35015,32,technician,married,secondary,no,-360,yes,no,cellular,6,may,131,2,344,2,failure
35016,37,management,divorced,tertiary,no,503,yes,no,cellular,6,may,220,1,-1,0,unknown
35017,33,blue-collar,married,primary,no,289,yes,no,cellular,6,may,309,1,363,4,failure
35018,47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure
35019,32,technician,married,secondary,no,557,yes,no,cellular,6,may,91,2,-1,0,unknown
35020,38,management,married,tertiary,no,-1884,yes,no,cellular,6,may,82,2,289,1,failure
35021,35,blue-collar,divorced,primary,no,4401,yes,no,cellular,6,may,316,2,279,4,failure
35022,23,student,single,secondary,no,834,yes,no,cellular,6,may,283,3,-1,0,unknown
35023,37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown
35024,31,blue-collar,single,secondary,no,-190,yes,no,cellular,6,may,127,2,-1,0,unknown
35025,35,management,married,tertiary,no,272,yes,no,cellular,6,may,251,4,289,2,failure
35026,29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,-1,0,unknown
35027,37,management,married,tertiary,no,0,yes,no,cellular,6,may,84,2,169,3,failure
